   Tempo       Sensor1    Sensor2    Sensor3    Sensor4    Sensor5    Sensor6    Sensor7    Sensor8    Sensor9  
   0007775       230        235        211        248        248        214        238        225        225 
   0007876       230        235        212        248        246        214        238        225        225 
   0007977       230        235        212        246        248        214        238        225        225 
   0008078       230        235        212        246        248        214        236        225        225 
   0008179       230        235        212        248        248        214        236        225        225 
   0008280       228        235        212        246        246        214        236        225        225 
   0008381       230        235        212        246        246        214        238        225        225 
   0008482       228        235        212        246        246        214        238        225        225 
   0008583       230        235        212        248        248        214        238        225        225 
   0008684       228        235        212        246        246        214        238        225        225 
   0008785       230        235        212        248        246        214        238        225        225 
   0008886       228        235        212        246        246        214        238        225        225 
   0008988       228        235        212        248        246        214        238        225        225 
   0009089       230        235        212        248        248        214        238        225        225 
   0009190       230        235        212        248        246        214        238        225        225 
   0009291       230        235        212        246        246        214        238        225        225 
   0009392       228        235        212        246        246        214        238        225        225 
   0009493       228        235        212        246        246        214        236        225        225 
   0009593       230        235        212        248        246        214        236        225        225 
   0009694       228        235        212        248        246        214        238        225        224 
   0009795       228        235        212        246        246        214        238        225        225 
   0009896       228        235        212        248        246        214        238        225        225 
   0009997       228        235        212        246        246        214        236        225        225 
   0010098       228        235        212        246        246        214        238        225        225 
   0010199       228        235        212        246        246        212        236        225        225 
   0010299       228        235        212        248        246        214        238        225        225 
   0010400       228        235        212        246        248        214        236        225        225 
   0010502       230        235        212        246        246        214        236        225        225 
   0010603       228        235        212        246        246        214        236        225        225 
   0010704       228        235        212        246        246        214        236        225        225 
   0010804       228        235        212        246        246        214        236        225        225 
   0010905       228        235        212        246        248        214        236        225        225 
   0011006       228        235        212        248        246        214        236        225        225 
   0011107       230        235        212        246        246        214        236        225        225 
   0011207       228        235        212        246        246        214        236        225        225 
   0011308       228        235        212        248        246        214        236        225        225 
   0011409       228        235        212        246        246        214        238        225        225 
   0011509       228        235        212        246        246        214        238        225        225 
   0011610       228        235        212        246        246        214        236        225        225 
   0011711       228        235        212        246        246        214        238        225        225 
   0011812       228        235        212        246        246        214        236        225        225 
   0011913       228        235        212        246        246        214        236        225        225 
   0012014       228        235        212        246        246        214        236        225        225 
   0012116       228        235        212        246        246        214        236        227        225 
   0012217       228        235        212        246        246        214        236        225        225 
   0012318       228        235        212        246        246        214        238        225        225 
   0012420       228        235        212        246        246        214        236        225        224 
   0012520       228        235        212        246        246        212        236        225        225 
   0012621       228        235        212        246        246        214        238        225        225 
   0012722       228        235        212        246        246        214        238        225        225 
   0012824       228        235        212        248        246        214        238        225        225 
   0012925       228        235        212        246        248        214        238        225        225 
   0013026       228        235        212        246        246        214        238        225        225 
   0013127       228        235        212        248        246        214        238        225        225 
   0013228       228        235        212        246        246        214        236        225        225 
   0013329       228        235        212        246        246        214        236        225        225 
   0013430       228        235        212        246        246        214        236        225        225 
   0013530       228        235        212        246        246        214        236        225        225 
   0013630       228        235        212        246        246        214        236        225        225 
   0013731       228        235        212        246        246        214        236        225        225 
   0013832       228        235        212        246        246        214        236        225        225 
   0013932       228        235        212        246        246        214        236        225        225 
   0014033       228        235        212        246        246        214        238        225        225 
   0014134       228        235        212        246        246        214        236        225        225 
   0014235       228        235        212        248        246        214        238        225        225 
   0014337       228        235        212        246        246        214        236        225        225 
   0014438       228        235        212        246        246        214        236        225        225 
   0014539       228        235        212        246        246        214        236        225        225 
   0014640       228        235        212        246        248        214        236        225        225 
   0014741       228        235        212        246        246        214        238        225        225 
   0014842       228        235        212        246        246        214        236        225        225 
   0014943       228        235        212        246        246        214        236        225        225 
   0015044       228        235        212        246        246        214        236        225        225 
   0015145       228        235        212        248        246        214        236        225        225 
   0015247       228        235        212        246        246        214        236        225        225 
   0015348       228        235        212        246        246        214        236        225        225 
   0015449       228        235        212        246        246        214        236        225        225 
   0015550       228        235        212        246        248        214        236        225        225 
   0015650       228        235        212        246        246        214        236        225        225 
   0015751       228        235        212        246        246        214        238        225        225 
   0015852       228        235        212        246        246        214        236        225        225 
   0015953       228        235        212        246        246        214        236        225        225 
   0016053       228        235        212        246        246        214        236        225        225 
   0016154       228        235        212        246        246        214        236        225        225 
   0016255       228        235        212        246        248        214        236        225        227 
   0016355       228        235        212        246        246        214        236        225        225 
   0016456       228        235        212        246        246        214        236        225        225 
   0016557       228        235        212        246        246        214        236        225        225 
   0016658       228        235        212        246        246        214        236        225        225 
   0016759       228        235        212        246        246        214        236        225        225 
   0016859       228        235        212        246        246        214        238        225        225 
   0016960       228        235        212        246        246        214        236        225        225 
   0017061       228        235        212        246        246        214        236        225        225 
   0017161       228        235        212        246        246        214        236        225        225 
   0017262       228        235        212        246        246        214        236        225        225 
   0017363       228        235        212        248        246        214        236        225        225 
   0017464       228        235        212        246        246        214        236        225        225 
   0017565       228        235        212        246        246        214        236        225        225 
   0017666       228        235        212        246        246        214        236        225        225 
   0017766       228        235        212        246        246        214        236        225        225 
   0017867       228        235        212        246        246        214        236        225        225 
   0017968       228        235        212        246        246        214        236        225        225 
   0018069       228        235        212        246        246        214        236        224        225 
   0018170       228        235        212        246        246        214        236        225        225 
   0018271       228        235        212        246        246        214        236        225        225 
   0018372       228        235        212        246        248        214        236        225        225 
   0018473       228        235        212        246        246        214        236        225        225 
   0018574       228        235        212        246        246        214        236        225        225 
   0018674       228        235        212        248        246        214        236        225        225 
   0018775       228        235        212        246        246        214        236        225        225 
   0018876       228        235        212        246        246        214        236        225        225 
   0018977       228        235        212        246        246        214        236        225        225 
   0019078       228        235        212        246        246        212        236        225        225 
   0019179       228        235        212        246        246        214        236        225        225 
   0019280       228        235        212        246        246        214        236        225        225 
   0019380       228        235        212        246        246        214        236        225        225 
   0019481       228        235        212        246        246        214        236        225        225 
   0019582       228        235        212        246        246        214        236        225        225 
   0019683       228        235        212        246        246        214        236        225        225 
   0019784       228        235        212        246        246        214        236        225        225 
   0019885       228        235        212        246        246        214        236        225        225 
   0019986       228        235        212        246        246        214        236        224        225 
   0020087       228        235        212        246        246        214        236        225        225 
   0020188       228        235        212        246        246        214        236        225        225 
   0020289       228        235        212        246        246        214        236        225        225 
   0020390       228        235        212        246        246        214        236        225        225 
   0020491       228        235        212        246        246        214        236        225        225 
   0020592       228        235        212        246        246        214        236        225        225 
   0020693       228        235        212        246        246        214        236        225        225 
   0020794       228        235        212        246        246        214        236        225        225 
   0020895       228        235        212        246        246        214        236        225        225 
   0020996       228        235        212        246        246        214        236        225        225 
   0021097       228        235        212        246        246        214        236        225        225 
   0021198       228        235        212        246        246        214        236        225        225 
   0021299       228        235        212        246        246        214        236        225        225 
   0021399       228        235        212        246        246        214        236        225        225 
   0021499       228        235        212        246        246        214        236        225        225 
   0021599       228        235        212        246        246        214        236        225        225 
   0021700       228        235        212        246        246        214        236        224        225 
   0021800       228        235        212        246        246        214        235        225        225 
   0021900       228        235        212        246        246        214        236        225        225 
   0022001       228        235        212        246        246        214        236        225        225 
   0022102       228        235        212        246        246        214        236        225        225 
   0022203       228        235        212        246        246        214        236        225        225 
   0022304       228        235        212        246        246        214        236        225        225 
   0022405       228        235        212        246        246        212        236        225        225 
   0022506       228        235        212        246        246        214        236        225        225 
   0022607       228        235        212        246        246        214        236        225        225 
   0022708       228        235        212        246        246        214        236        225        224 
   0022808       227        235        212        246        246        214        236        224        224 
   0022909       228        235        212        246        246        214        236        225        225 
   0023010       228        235        212        246        246        214        235        225        225 
   0023111       228        235        212        246        246        214        236        225        225 
   0023212       228        235        212        246        246        214        236        225        225 
   0023313       228        235        212        246        246        214        236        224        225 
   0023414       228        235        212        246        246        214        236        225        225 
   0023515       228        235        212        246        246        214        236        225        225 
   0023616       228        235        212        246        246        214        236        225        225 
   0023717       228        235        211        246        246        214        236        225        225 
   0023817       228        235        212        246        246        214        236        225        225 
   0023918       227        235        212        246        246        214        236        225        225 
   0024019       228        235        212        246        246        214        236        225        225 
   0024120       228        235        212        246        246        214        236        224        225 
   0024221       228        235        211        246        246        214        236        225        225 
   0024322       228        233        212        246        246        214        236        225        224 
   0024422       228        235        212        246        246        214        236        225        225 
   0024523       228        235        212        246        246        214        236        224        225 
   0024623       228        235        212        246        246        214        236        225        225 
   0024724       228        235        212        246        246        212        236        225        224 
   0024824       227        235        212        246        246        214        236        225        225 
   0024925       228        235        212        246        246        214        238        224        225 
   0025026       228        235        212        246        246        214        236        225        225 
   0025127       228        235        212        246        246        214        236        225        224 
   0025228       228        235        212        246        246        214        236        224        225 
   0025329       228        235        212        246        246        214        236        224        224 
   0025430       228        235        212        246        246        214        236        225        225 
   0025531       228        235        212        246        246        214        236        225        225 
   0025631       228        235        212        246        246        214        236        225        225 
   0025731       228        235        212        246        246        214        236        225        225 
   0025833       227        235        212        246        246        214        236        225        225 
   0025934       228        235        212        246        246        214        236        225        225 
   0026035       228        235        212        246        246        214        236        225        225 
   0026136       227        235        212        246        246        214        236        224        225 
   0026237       227        235        212        246        246        214        236        224        225 
   0026338       227        235        212        246        246        214        236        225        225 
   0026439       228        235        212        246        246        214        236        225        225 
   0026540       227        235        212        246        246        212        236        225        225 
   0026641       227        235        212        246        246        214        236        224        224 
   0026743       227        235        212        246        246        214        236        225        225 
   0026845       227        235        212        246        246        214        236        225        225 
   0026946       227        235        212        246        246        214        236        225        225 
   0027047       227        235        212        246        246        214        236        224        225 
   0027147       227        235        212        246        246        214        236        225        225 
   0027248       227        235        212        246        246        212        236        225        225 
   0027349       228        235        211        246        246        212        236        224        224 
   0027450       227        235        212        246        246        214        236        224        224 
   0027551       227        235        212        246        246        212        236        224        225 
   0027652       227        235        212        246        246        214        236        225        225 
   0027753       227        235        212        246        246        214        236        225        225 
   0027854       227        235        212        246        246        214        236        225        225 
   0027955       227        235        212        246        246        214        236        224        225 
   0028056       227        235        212        244        246        214        236        225        224 
   0028157       227        235        212        246        246        214        236        224        225 
   0028257       228        235        212        246        246        214        235        224        225 
   0028358       228        235        212        246        246        212        236        224        225 
   0028460       227        235        212        246        246        214        236        225        225 
   0028561       228        233        212        246        246        214        236        224        225 
   0028662       227        235        212        246        246        214        236        224        225 
   0028764       227        235        212        246        246        214        236        224        224 
   0028865       227        235        212        246        246        214        236        224        224 
   0028966       227        235        212        244        246        214        236        224        225 
   0029067       227        235        212        246        246        214        236        224        224 
   0029167       227        235        212        246        246        214        236        224        224 
   0029269       227        235        212        246        246        214        236        225        224 
   0029370       227        235        212        246        246        214        236        224        225 
   0029471       227        235        212        246        246        212        236        225        225 
   0029571       227        235        212        246        246        214        236        225        225 
   0029672       227        235        212        246        246        214        236        225        225 
   0029773       228        235        212        246        246        214        236        224        225 
   0029874       227        235        212        246        246        214        236        224        225 
   0029975       227        235        212        246        246        214        236        225        224 
   0030077       227        235        212        246        246        212        236        225        224 
   0030178       227        235        212        246        246        214        236        224        224 
   0030279       227        235        212        246        246        214        236        225        225 
   0030380       227        235        212        248        246        214        236        225        224 
   0030481       227        235        212        246        246        212        236        224        225 
   0030582       227        235        212        246        246        214        236        224        225 
   0030683       227        235        212        246        246        212        236        225        224 
   0030784       227        235        212        246        246        214        236        225        224 
   0030885       227        235        212        246        246        214        236        224        224 
   0030986       227        235        212        246        246        214        236        224        224 
   0031087       227        235        212        246        246        214        236        224        224 
   0031187       227        235        212        246        246        214        236        224        225 
   0031288       227        235        212        246        246        214        236        224        224 
   0031389       227        235        212        246        246        214        236        224        224 
   0031490       227        235        212        246        246        214        236        224        224 
   0031591       227        235        212        246        246        214        236        225        224 
   0031692       227        236        212        246        246        214        236        224        224 
   0031793       227        235        212        246        246        214        236        224        224 
   0031894       227        235        212        246        246        214        236        224        224 
   0031995       227        235        212        246        248        212        236        224        224 
   0032096       227        235        212        246        248        212        238        224        224 
   0032197       227        235        212        246        248        214        236        224        224 
   0032298       227        235        212        246        248        214        236        224        224 
   0032399       227        235        212        246        249        214        236        225        225 
   0032500       227        235        212        246        248        214        236        224        224 
   0032601       227        235        212        246        248        214        235        224        225 
   0032704       227        235        212        246        248        214        236        224        224 
   0032805       227        235        212        246        248        214        236        224        225 
   0032906       227        235        212        246        248        214        236        224        224 
   0033007       227        235        212        246        248        212        236        224        224 
   0033107       227        235        212        246        248        214        236        224        224 
   0033208       227        235        212        246        248        214        235        224        224 
   0033309       227        235        212        246        248        212        236        225        224 
   0033410       227        236        212        246        248        214        236        224        224 
   0033511       227        235        212        246        248        214        238        224        224 
   0033611       227        235        212        246        249        214        238        224        224 
   0033712       227        235        212        244        249        214        238        224        224 
   0033813       227        235        212        246        249        212        238        224        224 
   0033914       227        235        212        246        249        214        238        224        224 
   0034015       227        235        212        246        249        212        238        224        224 
   0034117       227        235        212        246        249        214        238        224        225 
   0034219       227        235        212        246        249        214        241        224        224 
   0034320       227        235        212        246        251        214        240        224        224 
   0034421       227        235        212        246        251        214        240        224        224 
   0034522       227        235        212        246        251        214        240        224        224 
   0034623       227        235        212        246        251        214        240        224        224 
   0034724       227        235        212        246        251        214        241        224        224 
   0034826       227        235        212        246        251        214        241        224        225 
   0034927       227        235        212        246        249        212        241        224        225 
   0035028       227        235        214        246        251        214        241        224        224 
   0035129       227        235        214        248        251        212        241        224        224 
   0035230       227        235        214        246        251        214        241        224        224 
   0035331       227        235        214        246        251        214        243        224        224 
   0035432       227        235        214        246        251        214        243        224        225 
   0035533       227        235        214        246        251        214        243        224        224 
   0035634       227        235        214        246        251        214        243        224        224 
   0035735       227        235        214        246        251        212        243        224        224 
   0035836       227        235        214        248        251        214        244        224        225 
   0035937       227        235        214        248        251        214        243        224        225 
   0036038       227        235        214        248        251        214        244        224        224 
   0036139       227        236        214        248        251        214        244        224        225 
   0036240       227        236        216        248        251        214        244        225        224 
   0036341       227        236        216        248        251        214        244        224        225 
   0036441       227        236        216        248        252        214        246        224        225 
   0036542       227        236        216        248        252        214        246        224        224 
   0036642       227        236        216        248        252        214        246        224        225 
   0036743       227        236        216        248        252        214        246        224        225 
   0036844       227        236        216        248        252        214        246        224        225 
   0036945       227        236        216        248        252        214        246        224        225 
   0037046       227        236        216        248        252        214        246        224        225 
   0037147       227        236        216        248        252        214        248        224        224 
   0037249       227        236        217        248        252        214        248        224        225 
   0037350       227        236        217        248        252        214        248        224        225 
   0037450       227        236        216        248        252        214        248        224        225 
   0037550       227        238        217        248        252        214        248        224        225 
   0037651       228        236        217        248        252        214        248        224        225 
   0037752       227        238        217        248        252        214        248        224        224 
   0037853       227        238        217        248        252        214        248        224        225 
   0037955       227        238        217        248        252        214        248        224        225 
   0038056       228        238        217        248        252        214        248        224        225 
   0038157       228        238        217        248        252        214        248        224        225 
   0038258       227        238        217        248        252        214        249        225        225 
   0038359       228        238        217        248        252        214        249        225        225 
   0038460       228        238        217        248        252        214        249        224        225 
   0038560       228        238        217        249        252        214        249        224        225 
   0038660       227        238        217        249        252        214        249        224        225 
   0038761       228        238        219        249        254        214        249        225        225 
   0038862       228        238        219        249        252        214        249        224        225 
   0038963       227        238        219        249        254        214        251        224        225 
   0039064       228        240        219        249        254        214        251        224        225 
   0039165       227        240        219        249        254        214        251        224        225 
   0039265       228        240        219        249        254        214        251        224        225 
   0039367       228        240        219        249        254        214        251        224        225 
   0039468       227        240        219        249        254        214        251        224        225 
   0039569       227        240        220        249        254        214        251        224        225 
   0039670       228        240        219        249        254        214        251        224        225 
   0039770       228        240        219        249        252        214        251        224        225 
   0039871       228        240        219        249        254        214        251        224        225 
   0039972       228        240        219        249        254        214        251        224        225 
   0040073       228        240        219        249        254        214        252        224        225 
   0040174       228        241        219        249        254        214        252        224        225 
   0040275       228        241        219        251        254        214        252        224        225 
   0040376       228        241        220        251        254        214        252        224        225 
   0040477       228        241        220        251        254        214        252        224        225 
   0040578       228        241        220        251        254        214        252        224        225 
   0040679       228        241        220        251        254        214        252        224        225 
   0040780       228        241        220        251        254        214        252        224        227 
