   Tempo       Sensor1    Sensor2    Sensor3    Sensor4    Sensor5    Sensor6    Sensor7    Sensor8    Sensor9  
   0044312       228        243        220        252        254        214        256        224        227 
   0044413       228        243        220        252        254        214        254        224        227 
   0044513       230        243        220        252        254        214        256        224        227 
   0044614       228        243        222        252        254        214        256        224        227 
   0044714       228        244        220        252        254        214        256        224        227 
   0044815       230        244        220        252        254        214        256        225        227 
   0044916       228        244        222        252        254        214        256        224        227 
   0045016       228        244        220        252        254        214        256        224        227 
   0045117       228        244        220        252        254        214        256        224        227 
   0045218       230        244        222        252        254        214        256        224        227 
   0045319       230        244        220        252        254        214        257        224        227 
   0045420       230        244        220        252        254        214        254        224        227 
   0045521       228        244        220        252        254        214        257        224        227 
   0045622       228        244        220        252        254        214        256        224        227 
   0045723       228        244        220        252        254        214        256        224        227 
   0045824       228        244        222        252        254        216        256        224        227 
   0045925       228        244        222        252        254        214        256        224        227 
   0046025       228        244        220        252        254        214        257        224        227 
   0046125       230        244        222        252        254        214        256        224        227 
   0046226       230        244        222        252        254        214        257        224        227 
   0046327       228        244        220        252        254        214        256        224        227 
   0046428       228        244        220        252        254        214        257        224        227 
   0046529       230        244        220        252        254        214        257        224        227 
   0046630       230        244        222        252        254        214        257        224        227 
   0046731       230        246        222        252        254        214        257        222        227 
   0046832       230        244        222        252        254        214        257        224        227 
   0046933       230        244        222        252        254        214        257        224        227 
   0047034       230        244        222        252        254        214        257        224        227 
   0047135       228        246        222        252        254        214        257        224        227 
   0047236       230        244        222        252        254        214        257        224        227 
   0047337       230        244        222        252        254        214        257        224        227 
   0047437       230        246        222        252        254        214        257        224        227 
   0047538       228        246        222        252        254        214        254        225        227 
   0047639       230        246        222        252        254        214        257        224        227 
   0047740       230        246        222        252        254        214        257        224        227 
   0047840       230        246        222        252        254        214        257        224        227 
   0047941       230        246        222        252        254        214        257        224        227 
   0048042       230        246        222        252        254        214        257        224        227 
   0048143       230        246        222        252        254        214        257        224        227 
   0048244       230        246        222        252        254        214        257        224        227 
   0048345       230        246        222        252        254        214        257        224        227 
   0048446       230        246        222        252        254        214        257        224        227 
   0048547       228        246        222        252        254        214        257        224        227 
   0048648       230        246        222        252        254        214        257        224        227 
   0048749       230        246        222        252        254        214        257        224        227 
   0048850       230        246        222        252        254        214        257        224        227 
   0048951       230        246        222        252        254        214        259        224        227 
   0049052       230        246        222        252        254        214        257        224        227 
   0049152       230        246        222        252        254        214        259        224        227 
   0049253       230        246        222        252        254        214        259        224        227 
   0049353       230        246        222        252        254        214        259        224        227 
   0049454       230        246        222        252        254        214        259        224        227 
   0049555       230        246        222        252        254        214        259        224        227 
   0049656       230        246        220        252        254        214        259        224        227 
   0049757       230        246        222        252        254        214        259        224        227 
   0049858       230        246        222        254        254        214        259        224        227 
   0049959       230        246        222        254        254        214        259        224        228 
   0050059       230        246        222        254        254        214        259        224        227 
   0050161       230        246        222        254        254        214        259        224        227 
   0050262       230        246        222        254        254        214        259        224        228 
   0050363       230        246        222        252        254        216        259        224        227 
   0050464       230        246        222        254        254        214        259        224        227 
   0050565       230        246        222        252        254        214        260        224        227 
   0050666       230        246        222        254        254        214        259        225        228 
   0050767       230        246        222        254        254        214        259        224        228 
   0050867       230        246        222        254        254        214        259        224        227 
   0050968       230        246        222        254        254        216        259        224        227 
   0051069       230        246        222        254        254        214        259        224        227 
   0051170       230        246        222        254        254        214        259        224        228 
   0051271       230        246        222        254        254        214        259        224        228 
   0051372       230        246        222        254        254        214        259        224        228 
   0051472       230        246        222        254        254        214        259        224        227 
   0051573       230        246        222        254        254        214        259        224        227 
   0051674       230        246        222        254        254        214        259        224        227 
   0051775       230        248        222        254        254        214        259        224        228 
   0051876       230        246        222        254        254        214        259        224        227 
   0051977       230        246        222        254        254        214        259        224        227 
   0052078       230        246        222        254        254        214        259        224        228 
   0052179       230        246        222        254        254        214        259        224        227 
   0052281       230        246        222        252        254        214        260        224        227 
   0052382       230        246        222        254        254        214        259        224        227 
   0052483       230        246        222        254        254        214        259        224        227 
   0052584       230        246        222        254        254        214        259        224        227 
   0052686       230        246        222        254        254        214        259        224        227 
   0052787       230        246        222        254        254        214        259        224        227 
   0052888       230        246        222        254        254        214        259        224        227 
   0052989       230        246        222        254        254        214        259        224        228 
   0053090       230        246        222        254        254        214        259        224        228 
   0053191       230        246        222        254        254        214        259        224        228 
   0053292       230        246        222        254        254        214        259        224        228 
   0053393       230        246        222        252        254        214        259        224        227 
   0053494       230        248        222        254        254        214        259        224        228 
   0053595       230        248        222        254        254        214        259        224        228 
   0053696       230        248        222        254        254        214        259        224        227 
   0053797       230        248        220        254        254        214        259        224        228 
   0053898       230        246        222        254        254        214        259        224        227 
   0053999       230        246        222        254        254        216        259        224        228 
   0054100       230        248        222        254        254        214        259        224        228 
   0054201       230        246        222        254        254        214        259        224        227 
   0054302       230        246        222        254        254        214        259        224        228 
   0054404       230        246        222        254        254        214        259        224        228 
   0054505       230        246        222        254        254        214        259        224        227 
   0054606       230        246        222        254        254        214        259        224        228 
   0054707       230        248        222        254        254        214        259        224        228 
   0054808       230        246        222        254        254        216        259        224        227 
   0054909       230        248        222        254        254        214        259        224        227 
   0055010       230        248        222        254        254        214        259        224        227 
   0055112       230        246        222        254        254        214        259        224        227 
   0055213       230        248        222        254        254        214        259        224        228 
   0055313       230        246        222        254        254        214        259        224        227 
   0055415       230        248        222        254        254        214        259        224        228 
   0055516       230        246        222        254        254        214        259        224        228 
   0055617       230        248        222        254        254        214        259        224        228 
   0055718       230        248        222        254        254        214        259        224        227 
   0055818       230        248        222        254        254        214        259        224        227 
   0055919       230        246        222        254        254        214        260        224        228 
   0056021       230        248        222        254        254        214        260        224        227 
   0056122       230        248        222        254        254        214        260        224        228 
   0056222       230        248        222        254        254        214        259        224        228 
   0056324       230        248        222        254        254        214        259        224        228 
   0056425       230        248        222        254        254        214        259        224        228 
   0056527       230        246        222        254        254        214        259        224        228 
   0056628       230        248        222        254        254        214        259        224        228 
   0056729       230        248        222        254        254        214        259        224        228 
   0056830       230        248        222        254        254        214        259        224        227 
   0056930       230        248        222        254        254        214        259        224        228 
   0057031       230        248        222        254        254        214        259        224        227 
   0057132       230        248        222        254        254        216        259        224        227 
   0057233       230        248        222        254        254        214        259        224        227 
   0057333       230        248        222        254        254        214        259        224        228 
   0057434       230        248        222        254        254        214        259        224        228 
   0057535       230        248        222        254        254        217        259        224        228 
   0057636       230        248        222        254        254        214        259        224        228 
   0057737       230        248        222        254        254        214        259        224        227 
   0057838       230        248        222        254        256        214        259        224        228 
   0057939       230        248        222        254        254        214        260        224        228 
   0058039       230        248        222        254        254        214        260        224        228 
   0058140       230        248        222        254        254        214        259        224        228 
   0058241       230        248        222        254        254        214        259        224        228 
   0058342       230        248        222        254        254        214        259        224        228 
   0058443       230        248        222        254        254        214        260        224        227 
   0058544       230        248        222        254        254        214        259        224        227 
   0058645       230        248        222        254        254        214        259        224        228 
   0058746       230        248        222        254        254        216        259        225        228 
   0058848       230        248        222        254        254        214        259        224        228 
   0058948       230        248        222        254        254        214        259        224        228 
   0059048       230        248        222        254        254        214        259        224        228 
   0059148       230        248        222        254        254        214        259        224        228 
   0059248       230        248        222        254        254        214        259        224        227 
   0059350       230        248        222        254        254        214        259        224        228 
   0059451       230        248        222        254        254        214        259        224        228 
   0059551       230        248        222        254        254        214        260        224        228 
   0059652       230        248        222        254        254        214        260        224        227 
   0059753       230        248        222        254        254        214        259        224        227 
   0059854       230        248        222        254        254        214        260        224        227 
   0059954       230        248        222        254        254        214        259        224        228 
   0060055       230        248        222        254        254        214        260        224        228 
   0060156       230        248        222        254        254        214        260        224        228 
   0060257       230        248        222        254        254        214        260        224        228 
   0060357       230        248        222        254        254        214        260        224        227 
   0060458       230        248        222        254        254        214        259        224        227 
   0060558       230        248        222        254        254        214        259        224        228 
   0060659       230        248        220        254        254        214        260        224        228 
   0060760       230        248        222        254        254        214        259        224        227 
   0060861       230        248        222        254        254        214        260        224        228 
   0060961       230        248        222        254        254        214        260        224        227 
   0061062       230        248        222        254        254        214        259        224        228 
   0061163       230        246        220        254        254        214        260        224        227 
   0061264       230        248        220        254        254        214        259        224        227 
   0061365       230        248        220        254        254        214        259        224        227 
   0061466       230        246        220        254        254        214        259        224        228 
   0061567       230        248        220        254        254        214        259        224        228 
   0061668       230        246        222        254        254        214        259        224        228 
   0061769       230        246        220        254        254        214        259        224        227 
   0061870       230        248        220        254        254        214        259        224        228 
   0061970       230        246        220        254        254        214        259        224        227 
   0062071       230        246        220        254        254        214        259        224        227 
   0062171       230        248        220        254        254        214        259        224        227 
   0062272       230        248        220        254        254        214        259        224        228 
   0062373       230        246        220        254        254        214        259        224        227 
   0062474       230        248        220        254        254        214        259        224        227 
   0062575       230        246        220        254        254        214        259        224        227 
   0062676       230        246        219        254        254        214        259        224        227 
   0062778       230        246        220        254        254        214        259        224        228 
   0062879       230        246        220        254        254        214        259        224        228 
   0062980       230        246        220        254        254        214        259        224        227 
   0063081       230        246        220        254        254        214        259        224        227 
   0063182       230        246        220        254        254        214        259        224        227 
   0063283       230        246        220        254        254        214        259        224        227 
   0063383       230        246        220        254        254        214        257        224        227 
   0063484       230        246        220        254        254        214        257        224        227 
   0063585       230        246        220        254        254        214        257        224        227 
   0063686       230        246        220        254        254        214        257        224        227 
   0063786       230        246        219        254        254        214        257        225        227 
   0063888       230        246        220        254        254        214        257        224        227 
   0063989       230        246        219        254        254        214        257        224        227 
   0064090       230        246        219        252        254        214        257        224        227 
   0064191       230        246        219        254        254        214        257        224        227 
   0064292       230        246        219        252        254        214        257        224        227 
   0064394       230        246        219        252        254        214        257        224        227 
   0064495       230        246        219        252        254        214        257        224        228 
   0064595       230        246        219        252        254        214        257        224        227 
   0064696       230        246        219        254        254        214        256        224        227 
   0064796       228        246        219        252        254        214        256        224        227 
   0064897       230        246        219        252        254        214        256        224        225 
   0064998       228        246        219        252        254        214        256        224        227 
   0065100       230        246        219        252        252        214        256        224        227 
   0065201       230        246        219        252        254        214        256        224        227 
   0065302       228        244        219        251        254        214        256        224        227 
   0065403       228        244        219        252        254        214        256        224        227 
   0065504       228        244        219        252        252        214        256        224        227 
   0065605       228        244        217        252        254        214        256        224        227 
   0065706       228        244        217        252        254        214        254        224        227 
   0065807       228        244        219        252        254        214        254        224        227 
   0065908       228        244        217        252        254        214        254        224        227 
   0066009       228        244        217        252        254        214        254        224        227 
   0066110       228        244        217        252        252        214        254        224        227 
   0066210       228        246        217        252        252        214        254        224        227 
   0066310       228        244        217        254        252        214        254        224        227 
   0066410       228        244        217        252        252        214        254        224        227 
   0066510       228        244        217        252        252        214        254        224        227 
   0066610       228        244        217        252        252        214        254        224        227 
   0066710       228        244        217        251        252        214        254        224        227 
   0066810       228        243        217        252        252        214        254        224        227 
   0066910       228        243        217        252        252        214        254        224        227 
   0067010       228        243        217        251        251        214        254        224        227 
   0067110       228        243        217        251        252        214        254        224        227 
   0067210       228        243        217        251        252        214        254        224        227 
   0067310       228        243        217        251        252        214        252        224        227 
   0067410       228        243        217        251        252        214        254        224        227 
   0067511       228        243        217        251        252        214        254        224        227 
   0067612       228        244        217        251        252        214        252        224        227 
   0067712       228        243        217        251        252        214        252        224        227 
   0067812       228        243        217        251        252        214        252        224        227 
   0067913       228        243        217        251        252        214        252        224        227 
   0068013       228        243        217        251        252        214        251        224        227 
   0068113       228        243        217        251        252        214        252        224        227 
   0068214       228        243        217        251        252        214        252        224        227 
   0068314       228        243        217        251        251        214        252        224        227 
   0068415       228        243        217        251        252        214        252        224        227 
   0068516       228        243        216        251        252        214        251        224        227 
   0068616       228        243        217        251        252        214        252        224        227 
   0068716       228        243        216        251        251        214        251        224        225 
   0068816       228        243        216        251        251        214        251        224        227 
   0068917       228        243        216        251        251        214        251        224        227 
   0069018       228        243        216        251        251        214        251        224        227 
   0069119       228        243        216        251        251        214        251        224        227 
   0069219       228        243        216        251        252        214        251        224        227 
   0069320       228        243        216        251        251        214        251        224        227 
   0069421       228        243        216        251        251        214        251        224        225 
   0069521       227        243        216        251        251        214        251        224        227 
   0069622       227        243        216        251        251        214        251        224        227 
   0069728       227        243        216        251        252        214        251        224        227 
   0069828       227        243        216        251        251        214        251        224        225 
   0069929       227        243        216        251        251        214        251        224        225 
   0070029       227        243        216        251        251        214        251        224        225 
   0070130       227        243        216        251        251        214        251        224        227 
   0070231       227        243        216        251        251        214        251        224        227 
   0070332       227        241        216        251        251        214        251        224        225 
   0070432       227        241        216        251        251        214        249        224        227 
   0070533       227        243        216        251        251        214        249        224        227 
   0070634       227        243        216        249        251        214        249        224        225 
   0070735       227        241        214        249        251        214        249        224        225 
   0070836       227        241        216        251        251        214        249        224        225 
   0070937       227        241        216        249        251        214        249        224        225 
   0071038       227        241        214        251        251        214        249        224        225 
   0071138       227        241        216        249        251        214        249        224        225 
   0071238       227        241        214        249        251        214        249        224        225 
   0071338       227        241        214        249        251        214        249        224        225 
   0071439       227        241        216        249        251        214        248        224        225 
   0071540       227        241        214        249        251        214        249        224        225 
   0071641       227        241        216        249        251        214        248        224        225 
   0071741       227        241        214        249        251        214        248        224        225 
   0071842       227        241        214        249        251        214        248        224        225 
   0071945       227        241        214        249        251        214        248        224        225 
   0072045       227        241        214        249        251        214        248        224        225 
   0072145       227        241        214        249        251        214        248        224        225 
   0072245       227        241        214        249        251        214        248        224        225 
   0072345       227        241        214        249        251        214        248        224        225 
   0072445       227        241        214        249        251        214        248        224        225 
   0072546       227        241        214        249        251        212        248        224        225 
   0072646       227        241        214        249        251        214        248        224        225 
   0072747       227        241        214        249        251        214        248        224        225 
   0072848       227        241        214        251        251        214        248        224        225 
   0072949       227        240        214        249        251        214        248        224        225 
   0073050       227        241        214        249        249        214        248        224        225 
   0073151       227        241        214        249        251        214        248        224        225 
   0073251       227        241        214        249        251        214        248        224        225 
   0073352       227        240        214        249        251        214        248        224        225 
   0073454       227        241        214        249        251        214        248        224        225 
   0073555       227        241        214        249        251        214        248        224        225 
   0073656       227        240        214        249        251        214        248        224        225 
   0073757       227        240        214        249        251        214        248        224        225 
   0073858       227        240        214        249        249        214        248        224        225 
   0073959       227        240        214        248        251        214        248        224        225 
   0074060       227        240        214        249        249        214        248        224        225 
   0074161       227        240        214        248        251        214        248        224        225 
   0074262       227        240        214        248        249        212        248        224        225 
   0074363       227        240        214        248        249        214        248        224        225 
   0074463       227        240        214        248        249        214        246        224        225 
   0074564       227        240        214        248        251        214        246        224        225 
   0074664       227        240        214        248        249        214        246        224        225 
   0074765       227        240        214        248        249        214        246        224        225 
   0074866       227        240        214        248        249        214        246        224        225 
   0074967       227        240        214        248        249        214        246        224        225 
   0075068       227        240        214        248        249        214        246        224        225 
   0075168       227        240        214        248        249        214        246        224        225 
   0075269       227        240        214        248        249        214        246        224        225 
   0075370       227        240        214        248        249        214        246        224        225 
   0075471       227        240        214        248        249        214        246        224        225 
   0075572       227        240        214        248        249        214        246        224        225 
   0075673       227        240        214        248        249        214        246        222        225 
   0075774       227        240        214        248        249        214        246        224        225 
   0075875       227        240        214        248        249        214        246        224        225 
   0075976       227        240        214        248        249        214        246        224        225 
   0076078       227        238        214        248        249        214        246        224        225 
   0076179       227        240        214        248        249        214        246        224        225 
   0076280       227        240        214        248        249        214        246        224        225 
   0076382       227        238        214        248        249        214        246        224        225 
   0076483       227        240        214        248        249        214        246        224        225 
   0076583       227        238        214        248        249        214        246        224        225 
   0076683       227        238        214        248        249        214        246        224        222 
   0076784       227        238        214        248        249        214        244        224        225 
   0076885       227        238        214        248        249        214        244        224        225 
   0076987       227        238        214        248        249        214        246        224        225 
   0077088       227        238        212        248        249        214        246        224        225 
   0077189       227        238        214        246        249        214        244        224        225 
   0077290       227        238        212        248        249        214        244        224        225 
   0077391       227        238        212        248        249        214        244        224        225 
   0077492       225        238        212        248        249        214        244        222        225 
   0077593       227        238        214        248        249        214        244        224        225 
   0077694       227        238        214        248        248        214        244        224        224 
   0077795       227        238        212        248        248        214        244        224        225 
   0077896       227        238        212        248        249        214        243        224        225 
   0077997       225        238        212        248        249        214        244        224        225 
   0078098       227        238        214        248        249        214        244        224        224 
   0078199       227        238        212        248        249        214        244        224        225 
   0078299       227        238        212        248        249        214        244        224        224 
   0078399       227        238        212        248        249        214        244        222        225 
   0078500       227        238        212        248        248        214        244        224        225 
   0078601       225        238        212        248        249        214        244        224        224 
   0078702       227        238        212        248        248        214        244        224        225 
   0078803       227        238        212        248        249        211        244        224        224 
   0078904       227        238        212        248        249        214        243        224        224 
   0079006       225        238        214        248        249        214        244        224        224 
   0079107       227        238        212        248        248        214        244        224        225 
   0079208       227        238        212        248        249        214        243        222        225 
   0079309       225        238        212        248        248        214        243        224        224 
   0079410       225        238        212        248        248        214        243        224        224 
   0079510       225        238        212        248        248        214        243        224        224 
   0079611       225        238        212        248        248        214        243        224        224 
   0079712       225        238        212        248        248        214        243        224        224 
   0079813       225        238        212        248        248        214        243        224        224 
   0079914       225        238        212        248        248        214        243        224        224 
   0080015       225        238        212        248        248        214        243        224        225 
   0080116       225        238        212        248        248        214        243        224        224 
   0080216       225        238        212        248        248        214        243        224        224 
   0080317       225        238        212        248        248        214        243        224        224 
   0080418       225        238        212        248        248        212        243        224        224 
   0080519       225        238        212        248        248        214        243        224        224 
   0080620       225        238        212        248        248        212        243        224        224 
   0080721       225        238        212        248        248        214        243        224        224 
   0080822       225        238        212        248        248        214        243        224        224 
   0080922       225        238        212        248        248        214        243        224        224 
   0081023       225        238        212        248        248        212        243        222        224 
   0081124       225        238        212        248        248        214        243        224        224 
   0081225       225        238        212        248        249        214        243        224        224 
   0081326       225        238        212        248        248        214        243        224        224 
   0081426       225        238        212        248        248        212        243        224        224 
   0081527       225        238        212        246        248        214        243        224        224 
   0081629       225        238        212        248        248        214        243        224        224 
   0081729       225        238        212        248        248        214        243        224        224 
   0081830       225        238        212        248        248        214        243        224        224 
   0081931       225        238        212        246        248        212        243        224        224 
   0082032       225        236        212        248        248        214        243        224        224 
   0082133       225        236        212        248        248        214        243        222        224 
   0082234       225        238        212        248        248        214        243        224        224 
   0082334       225        238        212        248        248        214        243        222        224 
   0082435       225        236        212        248        248        212        243        224        224 
   0082535       225        236        212        248        248        214        243        224        224 
   0082635       225        236        212        248        248        214        243        224        224 
   0082736       225        238        212        248        248        212        243        224        224 
   0082836       225        236        212        248        248        212        243        224        224 
   0082936       225        238        212        246        248        214        243        224        224 
   0083037       225        236        212        248        248        214        243        222        224 
   0083138       225        236        212        248        248        214        243        224        224 
   0083239       225        236        212        248        248        212        243        222        224 
   0083340       225        236        212        248        248        214        243        224        224 
   0083441       225        236        212        246        248        214        243        224        224 
   0083542       225        236        212        248        248        214        241        224        224 
   0083643       225        236        212        246        248        214        241        224        224 
   0083744       225        236        212        246        248        212        243        224        224 
   0083845       225        236        212        248        248        212        241        222        224 
   0083946       225        236        212        246        248        214        241        224        224 
   0084046       225        236        212        248        248        214        241        224        224 
   0084147       225        236        212        246        248        212        241        224        224 
   0084248       225        236        212        248        248        214        241        224        224 
   0084348       225        236        212        246        248        214        241        222        224 
   0084449       225        236        212        248        248        214        241        224        224 
   0084550       225        236        212        246        248        214        241        224        224 
   0084650       225        236        212        246        248        212        241        224        224 
   0084751       225        236        212        246        248        214        241        222        224 
   0084852       225        236        212        246        248        212        241        222        224 
   0084953       225        236        212        246        248        214        241        224        224 
   0085054       225        236        212        246        248        214        241        222        224 
   0085155       225        236        212        246        248        214        241        222        224 
