   Tempo       Sensor1    Sensor2    Sensor3    Sensor4    Sensor5    Sensor6    Sensor7    Sensor8    Sensor9  
   0000000       000        000        000        000        000        000        000        000        000 
   0000101       257        304        273        299        289        224        441        224        251 
   0000202       257        304        273        299        289        224        441        224        251 
   0000303       257        304        273        299        289        224        441        224        251 
   0000403       257        304        273        299        289        224        441        224        251 
   0000504       257        304        273        299        288        224        440        224        251 
   0000605       257        304        273        299        289        224        440        224        251 
   0000706       257        304        273        299        289        224        440        224        251 
   0000807       257        304        272        299        289        224        440        222        249 
   0000908       256        304        272        299        288        224        440        224        251 
   0001009       256        304        272        299        288        224        438        224        249 
   0001110       256        304        272        299        288        224        438        224        249 
   0001211       256        304        270        299        288        224        438        224        249 
   0001312       256        304        270        299        288        224        438        224        249 
   0001413       256        302        270        299        288        224        436        224        249 
   0001514       256        302        270        299        288        224        436        224        249 
   0001615       256        302        270        299        288        224        436        224        249 
   0001716       256        302        270        299        288        224        436        224        249 
   0001817       256        302        268        299        288        224        435        224        249 
   0001918       254        300        268        299        288        224        435        224        249 
   0002019       254        300        268        299        286        224        435        224        249 
   0002120       254        300        268        299        286        224        433        224        249 
   0002221       254        300        268        299        286        224        433        222        249 
   0002322       254        300        267        297        286        224        433        224        248 
   0002422       254        300        267        297        286        224        433        224        248 
   0002523       254        300        267        297        286        224        432        224        248 
   0002624       254        300        267        297        286        224        432        224        248 
   0002725       254        299        267        297        286        224        432        224        248 
   0002825       254        299        265        297        286        224        430        224        248 
   0002926       254        299        265        297        286        224        430        224        248 
   0003027       254        299        265        297        286        224        430        224        248 
   0003128       252        299        265        297        286        224        430        224        248 
   0003229       254        299        265        297        286        224        428        224        248 
   0003330       252        299        265        297        286        224        428        224        248 
   0003430       252        299        265        296        286        224        427        224        248 
   0003531       252        299        264        296        286        222        427        224        248 
   0003631       252        299        264        296        286        224        427        224        248 
   0003732       252        299        264        296        286        224        427        224        248 
   0003833       252        297        264        296        284        224        425        224        248 
   0003934       252        297        264        296        284        222        425        224        248 
   0004034       252        297        264        296        284        224        424        224        248 
   0004134       252        297        264        296        284        222        424        224        248 
   0004235       251        296        262        296        284        224        424        224        248 
   0004336       251        296        262        294        284        224        422        224        248 
   0004437       251        296        262        296        284        224        422        224        248 
   0004539       251        296        260        294        284        224        422        224        248 
   0004640       251        296        262        296        284        222        420        224        248 
   0004741       251        296        260        294        284        222        420        224        248 
   0004842       251        296        260        294        284        224        420        224        246 
   0004943       251        296        260        294        283        222        419        224        246 
   0005044       251        296        260        294        283        222        419        224        246 
   0005145       251        294        260        294        283        222        417        224        246 
   0005245       251        294        260        294        283        222        417        224        246 
   0005345       251        294        260        294        283        222        417        224        246 
   0005446       251        294        260        292        283        222        417        224        246 
   0005547       251        294        259        292        283        222        416        224        246 
   0005648       249        292        259        292        283        222        416        224        246 
   0005749       249        292        259        292        283        222        414        224        246 
   0005849       249        292        259        292        283        222        414        224        246 
   0005950       249        292        259        292        283        222        412        224        246 
   0006051       249        292        259        292        283        222        412        224        246 
   0006153       249        292        257        292        283        222        412        224        246 
   0006254       249        292        257        292        283        222        412        224        246 
   0006355       248        292        257        292        283        222        411        224        246 
   0006456       248        291        257        292        283        222        411        224        244 
   0006557       249        291        256        292        281        222        411        224        246 
   0006658       248        291        256        292        281        222        409        224        244 
   0006759       248        291        256        292        281        222        408        224        244 
   0006860       248        291        256        291        281        222        408        224        244 
   0006960       248        291        254        292        281        222        408        224        244 
   0007060       248        289        254        291        281        220        408        224        244 
   0007161       248        291        254        291        281        222        406        224        244 
   0007262       248        289        254        291        281        222        406        224        244 
   0007363       248        289        254        291        280        222        404        224        244 
   0007464       248        289        254        291        281        222        404        224        244 
   0007565       248        289        254        291        280        222        404        224        244 
   0007667       248        289        254        289        280        222        403        224        243 
   0007768       248        288        254        289        280        222        401        224        243 
   0007869       248        288        252        289        280        222        401        224        243 
   0007969       248        288        252        289        280        222        401        222        243 
   0008070       246        288        252        289        280        222        400        224        243 
   0008171       246        288        251        289        280        222        400        224        243 
   0008272       246        288        251        289        280        222        400        224        243 
   0008373       246        286        251        289        280        222        398        224        243 
   0008474       246        286        251        289        280        222        398        222        243 
   0008574       246        286        251        289        280        222        398        224        243 
   0008675       246        286        251        289        280        220        398        224        243 
   0008776       246        286        249        288        280        220        396        222        243 
   0008877       246        286        249        288        280        220        396        224        243 
   0008978       246        286        249        288        280        220        396        224        243 
   0009079       246        286        249        288        278        222        395        224        243 
   0009180       246        286        249        288        280        220        393        224        243 
   0009281       244        284        248        288        278        220        393        224        243 
   0009382       244        284        248        288        278        220        393        224        243 
   0009483       244        284        248        288        278        220        393        224        243 
   0009584       244        284        248        286        278        220        392        222        243 
   0009685       244        283        248        286        278        220        392        222        243 
   0009786       244        283        248        286        278        220        390        224        241 
   0009887       244        283        248        286        278        220        388        224        241 
   0009987       244        283        248        286        276        220        388        222        241 
   0010088       244        283        248        286        276        220        388        224        241 
   0010189       243        283        246        286        276        220        387        222        241 
   0010290       243        283        246        286        276        220        387        224        241 
   0010390       243        281        246        286        276        220        387        222        241 
   0010490       243        281        246        286        276        220        385        224        241 
   0010590       243        281        246        284        276        220        385        222        241 
   0010690       243        281        244        284        276        220        385        222        241 
   0010790       243        280        244        284        276        220        384        222        241 
   0010890       243        281        244        284        276        220        384        222        241 
   0010990       243        280        244        284        276        220        382        222        241 
   0011090       243        280        243        284        276        220        380        222        241 
   0011190       243        280        243        284        276        220        380        222        241 
   0011290       243        280        243        284        276        220        379        222        240 
   0011390       243        280        243        283        275        220        379        222        240 
   0011490       243        280        243        283        276        220        379        222        238 
   0011591       243        280        243        283        275        220        379        222        240 
   0011691       243        280        243        283        275        220        377        222        240 
   0011791       243        280        243        283        275        220        377        222        240 
   0011891       241        278        243        283        275        219        376        222        240 
   0011991       241        278        241        283        275        220        376        222        240 
   0012091       241        278        241        283        275        220        376        222        240 
   0012192       241        278        241        283        275        220        374        222        240 
   0012292       241        278        241        283        275        220        374        222        238 
   0012392       241        276        241        283        275        220        374        222        240 
   0012492       241        276        241        281        275        220        372        222        240 
   0012592       241        276        240        281        273        220        372        222        238 
   0012692       241        276        240        281        275        220        371        222        238 
   0012793       241        276        240        281        273        220        371        222        238 
   0012893       241        276        240        281        273        220        371        222        238 
   0012995       241        276        240        281        273        220        369        222        238 
   0013096       240        276        240        281        273        220        369        222        238 
   0013197       240        276        238        281        273        220        368        222        238 
   0013297       240        276        238        280        273        219        368        222        238 
   0013398       240        275        238        280        273        220        368        222        238 
   0013500       240        275        238        280        273        219        368        222        238 
   0013601       240        275        238        280        273        219        366        222        238 
   0013702       240        275        238        280        273        220        366        222        238 
   0013803       240        273        238        280        273        219        366        222        238 
   0013903       240        273        236        280        273        219        364        222        238 
   0014004       240        275        236        280        273        219        364        222        238 
   0014105       238        273        236        280        272        219        364        222        238 
   0014206       238        273        236        280        272        219        363        222        238 
   0014307       238        273        236        280        272        219        363        222        238 
   0014408       238        273        238        278        272        219        363        222        238 
   0014510       238        273        236        278        272        219        361        222        236 
   0014611       238        273        236        278        272        219        361        222        236 
   0014712       238        273        236        278        272        219        361        222        236 
   0014813       238        272        235        278        272        219        360        222        236 
   0014914       238        272        235        278        272        219        360        222        236 
   0015016       238        272        236        278        272        219        360        222        236 
   0015117       238        272        235        278        272        219        358        222        236 
   0015218       238        272        235        276        272        219        358        222        236 
   0015319       238        272        235        276        272        219        358        222        236 
   0015419       238        272        235        276        272        219        356        222        236 
   0015521       238        272        235        276        270        219        356        222        236 
   0015622       238        270        233        276        272        219        355        222        236 
   0015723       236        270        233        276        270        219        355        222        236 
   0015824       236        270        233        276        270        219        355        222        236 
   0015925       236        270        233        276        270        219        355        222        236 
   0016026       236        270        233        276        270        219        353        222        236 
   0016127       236        270        233        276        270        219        353        222        236 
   0016228       236        270        233        276        270        219        352        222        236 
   0016329       236        270        233        276        270        219        352        222        236 
   0016430       236        270        233        275        270        217        352        222        236 
   0016531       236        270        233        276        270        219        350        222        235 
   0016632       236        270        233        275        270        219        350        222        236 
   0016734       236        268        232        275        270        219        350        222        236 
   0016835       236        268        232        275        270        219        348        222        236 
   0016935       236        268        232        275        270        219        348        222        235 
   0017036       236        268        232        275        270        219        348        222        235 
   0017137       236        267        232        275        270        219        348        222        236 
   0017238       236        268        232        275        270        217        347        222        235 
   0017339       236        268        232        275        268        219        347        222        235 
   0017440       236        267        232        273        268        219        345        220        235 
   0017541       236        267        232        275        268        219        345        222        235 
   0017642       236        267        232        273        268        217        345        222        235 
   0017743       236        267        232        273        268        219        345        222        235 
   0017844       236        267        232        273        268        219        345        222        235 
   0017945       235        267        230        273        267        219        344        222        235 
   0018046       235        267        232        273        268        217        344        222        235 
   0018147       236        267        232        273        268        217        342        222        235 
   0018248       235        267        230        273        268        219        342        222        235 
   0018348       235        267        230        272        267        217        342        222        235 
   0018449       235        267        230        273        267        217        342        222        235 
   0018550       235        267        230        273        268        217        340        222        235 
   0018651       235        267        230        272        267        217        340        222        235 
   0018752       235        267        230        272        268        217        340        222        233 
   0018853       235        265        230        273        267        219        340        222        233 
   0018955       235        265        230        272        267        217        339        220        235 
   0019056       235        265        230        272        267        219        339        222        233 
   0019157       235        265        230        272        267        217        339        222        233 
   0019258       235        265        230        272        267        217        337        222        233 
   0019359       235        265        228        272        267        217        337        222        233 
   0019460       235        265        228        272        267        217        337        222        235 
   0019560       235        265        228        272        267        217        336        222        233 
   0019660       235        265        228        272        267        217        336        220        233 
   0019761       235        265        228        272        268        217        336        222        233 
   0019861       233        265        228        272        267        217        336        222        233 
   0019962       235        264        228        270        267        217        336        222        233 
   0020063       233        265        228        270        267        217        334        222        233 
   0020164       233        264        227        270        267        217        334        222        233 
   0020265       233        264        227        270        267        217        334        222        233 
   0020367       233        264        228        270        267        217        332        222        233 
   0020468       233        264        227        270        267        217        332        222        233 
   0020569       233        264        227        270        267        217        332        222        233 
   0020670       233        264        228        270        267        217        332        222        232 
   0020771       233        264        227        270        267        217        332        220        233 
   0020872       233        264        227        270        267        217        332        222        233 
   0020973       233        264        227        270        265        217        331        220        233 
   0021073       233        264        227        270        265        217        331        222        233 
   0021175       233        264        227        270        267        217        329        222        233 
   0021276       233        264        227        270        265        217        329        222        233 
   0021377       233        264        227        268        265        217        329        222        233 
   0021478       233        262        227        268        265        217        329        222        233 
   0021578       233        262        227        268        265        217        329        222        233 
   0021678       233        262        227        268        265        217        329        222        232 
   0021778       233        262        227        268        265        217        329        222        233 
   0021879       233        262        225        268        265        217        328        222        232 
   0021980       233        262        227        268        265        217        328        220        232 
   0022081       233        262        227        268        265        217        328        220        233 
   0022182       233        262        227        268        265        217        328        220        233 
   0022283       233        262        225        268        265        217        326        220        233 
   0022384       233        262        225        268        265        217        326        222        232 
   0022485       233        262        225        268        265        217        326        220        232 
   0022586       233        260        225        268        265        217        326        222        232 
   0022687       233        262        225        268        265        217        326        220        232 
   0022788       232        260        225        267        265        217        326        220        232 
   0022889       232        260        225        268        265        217        324        222        232 
   0022990       232        260        225        267        265        217        324        220        232 
   0023091       232        260        225        267        265        217        324        222        232 
   0023192       232        260        225        267        265        217        323        220        232 
   0023293       232        260        225        267        265        217        323        220        232 
   0023395       232        260        225        267        265        217        323        222        232 
   0023496       232        260        225        267        265        217        323        222        232 
   0023596       232        260        225        267        265        217        323        220        232 
   0023697       232        260        225        267        265        217        323        222        232 
   0023798       232        260        225        267        265        217        323        222        232 
   0023899       232        260        225        267        265        217        323        220        232 
   0024000       232        260        224        267        265        217        321        222        232 
   0024101       232        260        225        267        265        217        321        220        232 
   0024203       232        260        225        267        265        217        321        220        232 
   0024304       232        260        224        267        264        217        321        220        232 
   0024405       232        260        224        267        265        217        321        220        232 
   0024506       232        260        224        267        264        217        320        220        232 
   0024606       232        260        224        267        265        217        320        222        232 
   0024707       232        260        224        267        264        217        320        220        232 
   0024808       232        260        224        267        264        217        321        220        232 
   0024909       232        260        224        267        264        217        320        220        232 
   0025010       232        260        224        267        264        217        318        220        232 
   0025111       232        260        224        267        264        217        318        220        232 
   0025213       232        260        224        265        265        217        318        220        232 
   0025314       232        260        224        265        264        217        318        220        232 
   0025415       232        260        224        267        264        217        318        220        232 
   0025516       232        259        224        265        264        217        318        220        232 
   0025617       232        259        224        265        264        217        318        220        232 
   0025718       232        259        224        265        264        217        318        220        232 
   0025819       232        259        224        265        264        216        316        220        232 
   0025920       232        259        224        265        264        216        316        220        232 
   0026021       232        259        224        265        264        217        318        222        232 
   0026123       232        259        224        265        264        217        316        220        232 
   0026224       232        259        224        265        264        217        316        220        232 
   0026325       232        259        224        265        264        217        316        220        232 
   0026426       232        259        224        265        264        217        316        220        232 
   0026527       232        259        224        265        264        217        315        220        232 
   0026628       232        259        224        265        264        217        315        222        232 
   0026729       230        259        224        265        264        216        315        220        232 
   0026830       232        259        224        265        264        217        313        220        232 
   0026931       232        259        224        265        264        217        313        220        232 
   0027032       232        259        224        265        264        217        313        220        232 
   0027133       232        259        224        265        264        217        313        220        232 
   0027234       232        259        224        265        264        217        313        220        232 
   0027334       230        259        222        265        264        217        313        220        232 
   0027435       232        259        224        265        264        216        313        220        230 
   0027536       232        259        222        265        264        216        312        220        230 
   0027637       232        259        224        265        264        217        312        220        232 
   0027738       230        257        222        265        264        216        312        220        230 
   0027839       230        259        222        265        264        216        312        220        230 
   0027940       230        257        224        265        262        216        312        220        230 
   0028040       230        257        222        265        264        216        310        220        230 
   0028141       230        257        222        265        262        216        310        220        230 
   0028242       230        257        222        264        264        216        310        220        230 
   0028343       230        257        222        264        262        216        310        220        232 
   0028444       230        257        222        264        262        217        310        220        230 
   0028546       230        257        222        264        264        216        310        220        232 
   0028647       230        257        222        264        262        217        310        220        230 
   0028748       230        257        222        264        262        216        310        220        230 
   0028848       230        257        222        264        262        217        310        220        230 
   0028949       230        257        222        264        262        216        310        220        230 
   0029050       230        257        222        264        262        217        310        220        230 
   0029151       230        257        222        264        262        216        308        220        230 
   0029252       230        257        222        264        262        216        308        220        230 
   0029353       230        256        222        264        262        216        308        220        230 
   0029454       230        256        222        264        262        217        308        220        230 
   0029554       230        256        220        264        262        216        308        220        230 
   0029655       230        256        222        264        262        216        307        220        230 
   0029756       230        256        222        264        262        216        307        220        230 
   0029857       230        256        222        264        262        216        307        220        230 
   0029958       230        254        220        264        262        216        307        220        230 
   0030059       230        256        222        264        262        216        307        220        230 
   0030160       230        256        220        264        262        216        305        220        230 
   0030261       230        256        222        264        262        216        305        220        230 
   0030362       230        256        220        264        262        216        305        220        230 
   0030463       230        256        220        264        268        216        305        220        230 
   0030564       230        256        220        264        283        216        304        220        230 
   0030665       230        256        220        264        297        216        304        220        230 
   0030767       230        256        220        264        312        216        304        220        230 
   0030869       230        256        220        264        328        217        304        220        230 
   0030970       230        256        220        264        342        216        304        220        230 
   0031071       230        256        220        268        355        217        304        220        230 
   0031172       228        256        225        278        369        219        310        220        232 
   0031273       230        256        240        289        382        222        356        220        233 
   0031374       230        256        264        299        395        227        436        220        235 
   0031475       230        260        292        310        406        232        500        220        238 
   0031576       230        270        318        323        417        236        545        220        240 
   0031677       230        281        345        332        427        241        577        222        243 
   0031778       235        292        371        342        436        248        604        220        246 
   0031879       243        307        393        350        446        252        627        222        248 
   0031980       252        321        411        358        454        257        643        222        251 
   0032081       264        334        430        366        462        264        656        224        254 
   0032182       272        348        448        374        468        268        667        224        256 
   0032283       281        364        465        384        476        275        676        225        259 
   0032384       288        379        480        393        481        280        684        225        264 
   0032486       296        393        494        401        486        286        692        227        267 
   0032586       300        409        507        412        492        292        699        227        272 
   0032686       307        424        520        422        496        297        704        227        276 
   0032787       313        438        529        430        499        302        710        228        281 
   0032888       321        451        539        441        502        308        715        230        288 
   0032989       329        465        548        449        504        313        718        232        292 
   0033090       336        476        556        459        507        320        723        232        299 
   0033191       342        488        564        467        508        326        726        233        304 
   0033292       348        499        572        476        510        331        729        235        310 
   0033393       356        507        579        486        510        336        731        235        315 
   0033495       364        515        585        496        510        342        732        236        323 
   0033596       369        521        593        502        510        347        732        238        329 
   0033696       376        529        598        510        508        352        736        240        336 
   0033797       382        534        604        518        508        356        736        241        344 
   0033897       388        540        609        524        505        361        737        243        350 
   0033998       395        547        614        531        504        366        737        244        358 
   0034099       400        552        619        537        500        369        737        244        364 
   0034199       408        558        624        542        499        374        737        246        371 
   0034299       412        564        627        548        496        379        737        248        379 
   0034399       417        568        630        555        492        384        737        248        385 
   0034500       424        572        633        560        489        387        737        251        392 
   0034601       430        577        636        564        484        393        736        251        396 
   0034701       435        580        640        569        480        396        736        252        403 
   0034802       441        584        643        574        475        400        734        254        408 
   0034903       448        587        646        577        468        403        734        254        414 
   0035004       454        588        648        580        464        406        732        256        419 
   0035105       460        593        651        585        460        409        732        257        424 
   0035206       465        595        654        588        454        414        731        259        430 
   0035308       472        596        656        592        449        417        729        260        435 
   0035408       478        600        659        595        444        419        729        260        438 
   0035508       483        600        660        598        441        420        728        262        443 
   0035609       489        601        662        600        436        425        726        264        448 
   0035710       494        603        664        603        432        427        726        264        451 
   0035811       499        604        665        604        428        430        723        265        456 
   0035912       504        604        667        606        424        432        723        265        460 
   0036013       510        604        670        608        420        433        721        267        464 
   0036114       513        604        670        608        417        435        720        267        467 
   0036215       518        604        673        609        414        435        718        268        470 
   0036315       523        604        673        609        411        436        718        270        473 
   0036416       528        604        676        611        408        436        716        270        476 
   0036517       531        603        676        611        404        436        713        273        480 
   0036618       536        601        678        611        401        436        712        273        483 
   0036719       539        600        680        609        398        436        710        273        484 
   0036820       542        600        681        608        396        436        710        275        488 
   0036920       545        596        683        608        393        435        707        276        489 
   0037021       548        593        684        604        392        433        707        276        492 
   0037122       552        592        684        603        388        432        704        278        492 
   0037223       555        587        686        600        387        430        702        278        494 
   0037324       556        584        688        598        385        428        700        280        496 
   0037425       560        579        688        593        382        425        699        280        497 
   0037526       561        576        689        590        379        422        699        281        497 
   0037627       564        571        689        585        377        417        696        281        497 
   0037728       566        568        691        580        376        414        696        283        497 
   0037828       568        563        692        576        374        409        692        283        497 
   0037929       568        558        692        569        372        404        691        284        496 
   0038030       571        552        694        564        371        398        689        284        496 
   0038131       571        545        696        558        368        393        688        286        494 
   0038232       572        540        696        552        368        387        686        286        492 
   0038333       572        534        696        544        366        379        683        286        489 
   0038434       574        529        697        537        364        374        683        288        488 
   0038534       574        523        697        529        363        368        680        288        484 
   0038635       576        518        699        523        361        361        680        288        481 
   0038736       576        510        699        515        361        355        676        288        476 
   0038837       576        504        699        508        358        348        675        289        472 
   0038938       577        499        699        500        358        342        673        289        467 
   0039038       577        494        700        496        356        337        672        289        464 
   0039139       577        488        700        489        355        332        670        291        459 
   0039240       577        483        700        483        355        328        668        291        452 
   0039342       577        476        702        476        353        323        667        291        446 
   0039443       576        472        704        470        352        318        665        291        440 
   0039544       576        467        704        465        352        315        664        292        433 
   0039645       574        462        704        460        350        310        662        292        428 
   0039746       574        457        704        454        348        308        660        292        420 
   0039846       572        452        704        449        348        304        660        292        414 
   0039947       572        448        704        446        348        304        659        292        408 
   0040049       571        444        705        441        347        300        657        292        401 
   0040150       569        440        705        436        347        299        656        292        396 
   0040251       568        436        707        433        345        297        654        292        392 
   0040351       566        432        708        430        345        296        652        292        385 
   0040452       564        428        708        425        345        294        651        292        379 
   0040552       563        425        708        422        344        292        651        292        374 
   0040652       561        422        708        417        344        292        649        292        369 
   0040752       558        419        710        414        344        291        648        292        364 
